Change,Excluded,Name,Original,en,fr
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Yes, and sometimes that reflection can
be hard to face. Your mind, be it light or
shadow, will guide you...or lead you astray.",,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Here, take this journal. It will help
you track your state of mind and the memories
you recover.",,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]One day, you’ll have to make a final 
choice. But for now, it’s too soon to decide...",,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Keep the journal close. One day, 
it will reveal what you seek.",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Welcome to The Oblivium. As its ruler, I formally 
greet you.",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Now, more importantly... What do you think 
of the decor? I did it myself!",,
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)
Oh, but by 'myself,' I mean...\| well, isn't that 
something for you to figure out? Haha!",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Haha! You'll understand in time. For now, shouldn't 
you be asking something more important?",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Who are you?","\portrait[TheHost]\pscale[1]\poff[60,20]Who are you?","\portrait[TheHost]\pscale[1]\poff[60,20]Who are you?"
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice) 
Haha! The kid's funny, trying to remember!",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Let me give you a little advice, Aiden. 
*Here, nothing moves... unless you truly try.*",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Help the people in the village. Maybe 
your memories will return.",,
,,Aiden,"\portrait[Aiden]\pscale[1]\poff[60,20]The village? But there's nothing here...","\portrait[Aiden]\pscale[1]\poff[60,20]The village? But there's nothing here...","\portrait[Aiden]\pscale[1]\poff[60,20]The village? But there's nothing here..."
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)
Haha!",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Oh, one more thing. *Be careful with your emotions. 
Things might get harder otherwise.*",,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Now, go see the healer!","\portrait[TheHost]\pscale[1]\poff[60,20]Now, go see the healer!","\portrait[TheHost]\pscale[1]\poff[60,20]Now, go see the healer!"
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20] You startled me!\| I was lost in thought...",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]I tried to find my way to my son's village,
but the path keeps hiding from me.",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]I can see in your eyes the same look as 
my son...\| Always searching, yet never truly 
finding.",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]Perhaps if you help me find my way,
it might guide you as well.",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]But I don’t know where to begin... Maybe
there’s something in my house or outside
that could help.",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]This fear...\| My son composed this music
after we had argued... It's been years 
I didn't speak to him...",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]This sadness...\| My son composed this music
after we had argued... It's been years 
I didn't speak to him...",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]This anger...\| My son composed this music
after we had argued... It's been years 
I didn't speak to him...",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]Now I remember... the direction to the village! 
You must cross a long forest to reach the bridge!",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]Maybe there’s something in my house —or 
outside—that could help finding the path
to the village.",,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]...",,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Grandma,${grandma.text1},${grandma.text1},${grandma.text1}
,,Grandma,${grandma.text2},${grandma.text2},${grandma.text2}
,,Little Aiden,${child.text1},${child.text1},${child.text1}
,,Grandma,${grandma.text3},${grandma.text3},${grandma.text3}
,,Little Aiden,${littleaiden.text1},${littleaiden.text1},${littleaiden.text1}
,,Grandma,${grandma.text4},${grandma.text4},${grandma.text4}
,,Grandma,${grandma.text5},${grandma.text5},${grandma.text5}
,,Little Aiden,${littleaiden.text2},${littleaiden.text2},${littleaiden.text2}
,,Grandma,${grandma.text6},${grandma.text6},${grandma.text6}
,,Grandma,${grandma.text7},${grandma.text7},${grandma.text7}
,,Little Aiden,${littleaiden.text3},${littleaiden.text3},${littleaiden.text3}
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,,\pop[3] ${Doubts7.text},\pop[3] ${Doubts7.text},\pop[3] ${Doubts7.text}
,,,\pop[5] ${Doubts8.text},\pop[5] ${Doubts8.text},\pop[5] ${Doubts8.text}
,,,\pop[7] ${Doubts9.text},\pop[7] ${Doubts9.text},\pop[7] ${Doubts9.text}
,,,\pop[8] ${Doubts10.text},\pop[8] ${Doubts10.text},\pop[8] ${Doubts10.text}
,,,${Aiden.text12},${Aiden.text12},${Aiden.text12}
,,,${Choice.text1},${Choice.text1},${Choice.text1}
,,,${Choice.text2},${Choice.text2},${Choice.text2}
,,,${Aiden.text13},${Aiden.text13},${Aiden.text13}
,,,${Elderly.text12},${Elderly.text12},${Elderly.text12}
,,Aiden,${Aiden.text14},${Aiden.text14},${Aiden.text14}
,,,${Information.text10},${Information.text10},${Information.text10}
,,,${Elderly.text9},${Elderly.text9},${Elderly.text9}
,,,${Elderly.text10},${Elderly.text10},${Elderly.text10}
,,,${Elderly.text11},${Elderly.text11},${Elderly.text11}
,,Aiden,${Aiden.text15},${Aiden.text15},${Aiden.text15}
,,,${Doubts1.text},${Doubts1.text},${Doubts1.text}
,,,${Doubts2.text},${Doubts2.text},${Doubts2.text}
,,,${Doubts3.text},${Doubts3.text},${Doubts3.text}
,,,${Doubts4.text},${Doubts4.text},${Doubts4.text}
,,,${Doubts42.text},${Doubts42.text},${Doubts42.text}
,,,${Doubts5.text},${Doubts5.text},${Doubts5.text}
,,,${Doubts6.text},${Doubts6.text},${Doubts6.text}
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Elderly Man,${ElderlyMan.text8},${ElderlyMan.text8},${ElderlyMan.text8}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Elderly Man,"This fear...\\| My son composed this music
after we had argued... It's been years 
I didn't speak to him...",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Aiden,"\portrait[Aiden]\pscale[1]\poff[60,20]I missed a note... I guess I should start over.",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]But I don’t know where to begin... Maybe
there’s something in my house—or outside—
that could help.",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Are you alright, child?
I’ve been calling you,\nbut you didn’t respond.",,
,,Aiden,"\portrait[Aiden]\pscale[1]\poff[60,20]You... I’ve seen you before...Ahh, my head...",,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Music... It’s curious, isn’t it?
It can help find balance, align body and mind.",,
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)\nHaha!","\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)\nHaha!","\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)\nHaha!"
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)
Oh, but by 'myself,' I mean...\|
well, isn't that something for you to figure out? Haha!",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,,${Panel.text1},${Panel.text1},${Panel.text1}
,,,${Panel.text2},${Panel.text2},${Panel.text2}
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Now, more importantly... What do you think of the
decor? I did it myself!",,
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)
Oh, but by 'myself,' I mean...well, isn't that
something for you to figure out? Haha!",,
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice) Haha! The kid's funny, trying to remember!","\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice) Haha! The kid's funny, trying to remember!","\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice) Haha! The kid's funny, trying to remember!"
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Welcome to The Oblivium. As its ruler, I formally greet you.","\portrait[TheHost]\pscale[1]\poff[60,20]Welcome to The Oblivium. As its ruler, I formally greet you.","\portrait[TheHost]\pscale[1]\poff[60,20]Welcome to The Oblivium. As its ruler, I formally greet you."
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Now, more importantly... What do you think of the decor? I did it myself!","\portrait[TheHost]\pscale[1]\poff[60,20]Now, more importantly... What do you think of the decor? I did it myself!","\portrait[TheHost]\pscale[1]\poff[60,20]Now, more importantly... What do you think of the decor? I did it myself!"
,,The Host,"\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)\nOh, but by 'myself,' I mean...\nwell, isn't that something for\nyou to figure out? Haha!","\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)\nOh, but by 'myself,' I mean...\nwell, isn't that something for\nyou to figure out? Haha!","\portrait[TheHost2]\pscale[1]\poff[60,20](a strange voice)\nOh, but by 'myself,' I mean...\nwell, isn't that something for\nyou to figure out? Haha!"
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Haha! You'll understand in time. For now, shouldn't you be asking something more important?","\portrait[TheHost]\pscale[1]\poff[60,20]Haha! You'll understand in time. For now, shouldn't you be asking something more important?","\portrait[TheHost]\pscale[1]\poff[60,20]Haha! You'll understand in time. For now, shouldn't you be asking something more important?"
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Let me give you a little advice, Aiden. *Here, nothing moves... unless you truly try.*","\portrait[TheHost]\pscale[1]\poff[60,20]Let me give you a little advice, Aiden. *Here, nothing moves... unless you truly try.*","\portrait[TheHost]\pscale[1]\poff[60,20]Let me give you a little advice, Aiden. *Here, nothing moves... unless you truly try.*"
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Help the people in the village. Maybe your memories will return.","\portrait[TheHost]\pscale[1]\poff[60,20]Help the people in the village. Maybe your memories will return.","\portrait[TheHost]\pscale[1]\poff[60,20]Help the people in the village. Maybe your memories will return."
,,The Host,"\portrait[TheHost]\pscale[1]\poff[60,20]Oh, one more thing. *Be careful with your emotions. Things might get harder otherwise.*","\portrait[TheHost]\pscale[1]\poff[60,20]Oh, one more thing. *Be careful with your emotions. Things might get harder otherwise.*","\portrait[TheHost]\pscale[1]\poff[60,20]Oh, one more thing. *Be careful with your emotions. Things might get harder otherwise.*"
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20] You startled me!\|I was lost in thought...",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Aiden,${Aiden.text11},${Aiden.text11},${Aiden.text11}
,,,${Information.text1},${Information.text1},${Information.text1}
,,,${Option1.text},${Option1.text},${Option1.text}
,,,${Option2.text},${Option2.text},${Option2.text}
,,,${Option3.text},${Option3.text},${Option3.text}
,,,${Information.text7},${Information.text7},${Information.text7}
,,Aiden,${Information.text11},${Information.text11},${Information.text11}
,,,${Information.text3},${Information.text3},${Information.text3}
,,,${Information.text5},${Information.text5},${Information.text5}
,,,${Information.text6},${Information.text6},${Information.text6}
,,,${Option4.text},${Option4.text},${Option4.text}
,,,${Option5.text},${Option5.text},${Option5.text}
,,,${Information.text2},${Information.text2},${Information.text2}
,,,${Information.text4},${Information.text4},${Information.text4}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,Elderly Man,"\portrait[ElderlyMan]\pscale[1]\poff[60,20]You startled me!\|I was lost in thought...",,
,,Elderly Man,"I can see in your eyes the same look as 
my son...\|Always searching, yet never truly 
finding.",,
,,Elderly Man,"But I don’t know where to begin... Maybe
there’s something in my house—or outside—
that could help.",,
,,Elderly Man,"This sadness...\\| My son composed this music
after we had argued... It's been years 
I didn't speak to him...",,
,,Elderly Man,"This anger...\\| My son composed this music
after we had argued... It's been years 
I didn't speak to him...",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Ah, so you’re the newcomer... Aiden.
You’re later than I expected. I’ve 
been waiting for you for many years.",,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Keep the journal close. 
One day, it will reveal what you seek.",,
,,Elderly Man,You startled me!\\| I was lost in thought...,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,"\portrait[Grandma\pscale[1]\poff[60,20]Music... It’s curious, isn’t it?
It can help find balance, align body and mind.",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,"\portrait[Aiden]\pscale[1]\poff[60,20]Migraines? Let me take a look.",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Ah, so you’re the newcomer... Aiden.
You’re later than I expected. I’ve been waiting
for you for many years.",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Ah, so you’re the newcomer... Aiden. You’re later than 
I expected. I’ve been waiting for you for many years.",,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,${Healer.text5},${Healer.text5},${Healer.text5}
,,The Healer,${Healer.text6},${Healer.text6},${Healer.text6}
,,Aiden,${Aiden.text4},${Aiden.text4},${Aiden.text4}
,,The Healer,${Healer.text7},${Healer.text7},${Healer.text7}
,,Aiden,${Aiden.text5},${Aiden.text5},${Aiden.text5}
,,The Healer,${Healer.text8},${Healer.text8},${Healer.text8}
,,The Healer,${Healer.text9},${Healer.text9},${Healer.text9}
,,Aiden,${Aiden.text6},${Aiden.text6},${Aiden.text6}
,,The Healer,${Healer.text10},${Healer.text10},${Healer.text10}
,,Aiden,${Aiden.text7},${Aiden.text7},${Aiden.text7}
,,The Healer,${Healer.text11},${Healer.text11},${Healer.text11}
,,The Healer,${Healer.text13},${Healer.text13},${Healer.text13}
,,The Healer,${Healer.text14},${Healer.text14},${Healer.text14}
,,The Healer,${Healer.text15},${Healer.text15},${Healer.text15}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]Ah, so you’re the newcomer... Aiden. 
You’re later than I expected. 
I’ve been waiting for you for many years.",,
,,The Healer,"\portrait[Grandma]\pscale[1]\poff[60,20]You’re in the Oblivium,
a place that exists between what was and 
what is yet to be.",,
,,The Healer,${Healer.text3},${Healer.text3},${Healer.text3}
,,Aiden,${Aiden.text3},${Aiden.text3},${Aiden.text3}
,,The Healer,${Healer.text4},${Healer.text4},${Healer.text4}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,The Healer,${Healer.text1},${Healer.text1},${Healer.text1}
,,Aiden,${Aiden.text1},${Aiden.text1},${Aiden.text1}
,,The Healer,${Healer.text2},${Healer.text2},${Healer.text2}
,,Aiden,${Aiden.text2},${Aiden.text2},${Aiden.text2}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,,${Panel.text3},${Panel.text3},${Panel.text3}
,,,${Information.text9},${Information.text9},${Information.text9}
,,Elderly Man,${ElderlyMan.text1},${ElderlyMan.text1},${ElderlyMan.text1}
,,Elderly Man,${ElderlyMan.text2},${ElderlyMan.text2},${ElderlyMan.text2}
,,Elderly Man,${ElderlyMan.text3},${ElderlyMan.text3},${ElderlyMan.text3}
,,Elderly Man,${ElderlyMan.text4},${ElderlyMan.text4},${ElderlyMan.text4}
,,,${Panel.text4},${Panel.text4},${Panel.text4}
,,,"You step on the musical square, but nothing plays. It seems you lack the 
inspiration to create music.",,
,,Elderly Man,${Elderly.text63},${Elderly.text63},${Elderly.text63}
,,Elderly Man,${Elderly.text61},${Elderly.text61},${Elderly.text61}
,,Elderly Man,${Elderly.text62},${Elderly.text62},${Elderly.text62}
,,Elderly Man,${Elderly.text7},${Elderly.text7},${Elderly.text7}
,,Elderly Man,${ElderlyMan.text5},${ElderlyMan.text5},${ElderlyMan.text5}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,,${Information.text8},${Information.text8},${Information.text8}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,,That little boy...is that me?,That little boy...is that me?,That little boy...is that me?
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,,${cutscene1A.text},${cutscene1A.text},${cutscene1A.text}
,,,${cutscene1B.text},${cutscene1B.text},${cutscene1B.text}
,,,${cutscene1C.text},${cutscene1C.text},${cutscene1C.text}
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
,,[DATABASE ENTRIES],,,
,,"[GARBAGE AND 
CUSTOM LINES]",,,
